"targetWord","score.std.gusto","score.gusto","score.std.olfatto","score.olfatto","score.std.tatto","score.tatto","score.std.udito","score.udito","score.std.vista","score.vista","maxPercepStrength.std","maxPercepStrength","domSense","sumPercepStrength.std","sumPercepStrength","entropy","modalityExclusivity","length","CDcount","zipf","fpmw","LogFmpw","ortographNeigh","ortographLevenshtein","FAM.std","FAM","AoA.std","AoA","CA.std","CA"
"puzzolente",-0.027,1.641,1.543,4.949,-0.632,0.41,-0.73,0.205,0.157,2.051,1.543,4.949,"olfatto",0.311,9.256,1.198,0.512,10,411,3.602,4.005,0.603,3,2.5,0.761,6.222,-1.172,2.9,0.665,6.211
"quadrangolare",-0.801,0.081,-0.831,0.027,1.216,4.351,-0.791,0.108,1.506,4.946,1.506,4.946,"vista",0.299,9.514,0.806,0.517,13,5,1.668,0.039,-1.409,1,4.5,-0.974,3.211,0.514,5,-0.265,4.947
"quadrato",-0.735,0.211,-0.829,0,1.292,4.41,-0.769,0.128,1.561,4.974,1.561,4.974,"vista",0.519,9.723,0.842,0.512,8,283,3.483,3.047,0.484,6,1.65,0.837,6.526,-0.786,3.235,0.589,6.211
"quadrettato",-0.76,0.275,-0.827,0.125,0.078,2.05,-0.827,0.125,1.409,4.825,1.409,4.825,"vista",-0.927,7.4,0.895,0.635,11,NA,NA,NA,NA,1,3.25,-0.68,3.611,-0.11,4.4,-0.209,4.526
"quieto",-0.761,0.179,-0.713,0.282,-0.431,0.846,1.008,3.846,0.909,3.667,1.008,3.846,"udito",0.013,8.821,1.141,0.416,6,69,2.863,0.725,-0.14,5,1.6,0.194,5.368,-0.08,4.176,-0.051,5.211
"raffreddato",0.195,2.189,-0.573,0.541,0.966,3.784,-0.087,1.622,0.555,2.973,0.966,3.784,"tatto",1.056,11.108,1.468,0.292,11,97,2.911,0.81,-0.091,6,1.7,0.722,6.647,-0.467,3.667,0.632,6.389
"raggiante",-0.723,0.205,-0.734,0.179,-0.664,0.333,-0.23,1.256,1.525,4.868,1.525,4.868,"vista",-0.826,6.843,0.901,0.685,9,128,3.083,1.208,0.082,3,1.85,0.149,5.588,0.281,4.667,0.117,5.389
"ragionato",-0.638,0.55,-0.727,0.35,-0.676,0.45,0.229,2.4,0.334,2.625,0.334,2.625,"vista",-1.478,6.375,1.291,0.357,9,28,2.434,0.265,-0.577,8,1.6,0.336,5.579,0.365,4.824,-0.323,4.667
"ramificato",-0.831,0.027,-0.844,0,0.902,3.73,-0.598,0.514,1.462,4.865,1.462,4.865,"vista",0.091,9.135,0.88,0.533,10,7,1.844,0.062,-1.205,5,1.95,-0.161,4.632,0.206,4.529,-0.012,5.263
"rancido",1.132,4.162,0.874,3.649,-0.574,0.556,-0.818,0.054,0.484,2.811,1.132,4.162,"gusto",1.098,11.231,1.254,0.366,7,30,2.458,0.281,-0.552,3,1.75,-0.722,4.118,0.983,5.706,-0.531,4.222
"rapido",-0.758,0.105,-0.734,0.158,-0.453,0.795,0.466,2.692,1.22,4.308,1.22,4.308,"vista",-0.259,8.058,1.063,0.522,6,766,3.855,7.184,0.856,13,1.3,0.849,6.526,-0.52,3.529,0.551,6.158
"rauco",-0.736,0.179,-0.755,0.154,-0.77,0.128,1.416,4.692,-0.409,0.892,1.416,4.692,"udito",-1.254,6.046,0.759,0.755,5,15,2.367,0.226,-0.646,6,1.65,-0.276,4.278,0.484,5.3,0.078,5.158
"razionale",-0.658,0.359,-0.67,0.333,-0.521,0.615,0.387,2.538,0.288,2.333,0.387,2.538,"udito",-1.175,6.179,1.286,0.357,9,428,3.637,4.34,0.637,6,1.5,0.873,6.579,0.605,5.059,0.183,5.632
"relativo",-0.707,0.256,-0.696,0.282,-0.654,0.359,0.13,2,0.079,1.897,0.13,2,"udito",-1.849,4.795,1.249,0.364,8,177,3.244,1.753,0.244,4,1.8,0.795,6.333,0.597,5.55,-0.015,5
"rettangolare",-0.886,0.026,-0.883,0.025,1.173,4.35,-0.779,0.25,1.491,4.975,1.491,4.975,"vista",0.117,9.626,0.826,0.514,12,23,2.27,0.179,-0.747,1,3.4,0.669,6.056,-0.773,3.5,0.742,6.316
"riccioluto",-0.896,0,-0.869,0.05,1.134,4.25,-0.841,0.1,1.427,4.85,1.427,4.85,"vista",-0.046,9.25,0.773,0.524,10,9,1.931,0.078,-1.108,3,2.4,-0.785,3.526,-0.651,3.412,0.284,5.789
"ricciuto",-0.86,0.091,-0.873,0.059,0.998,4.059,-0.794,0.206,1.36,4.794,1.36,4.794,"vista",-0.17,9.209,0.864,0.514,8,3,1.492,0.023,-1.631,3,1.85,-1.022,3.647,-0.163,4.188,-0.131,4.778
"ridente",-0.906,0,-0.77,0.265,-0.799,0.235,1.002,4.029,1.12,4.324,1.12,4.324,"vista",-0.354,8.853,0.91,0.488,7,33,2.503,0.312,-0.506,5,1.5,-0.291,4.765,0.339,4.833,-0.163,4.833
"ridondante",-0.701,0.441,-0.717,0.382,-0.533,0.794,0.98,4,0.322,2.588,0.98,4,"udito",-0.648,8.206,1.24,0.441,10,45,2.571,0.366,-0.436,2,2.3,-0.191,4.579,1.048,5.706,-0.542,4.211
"rigoglioso",-0.652,0.405,-0.365,1,0.03,1.838,-0.616,0.472,1.424,4.784,1.424,4.784,"vista",-0.179,8.499,1.212,0.515,10,18,2.169,0.14,-0.853,3,2.55,0.162,5.647,0.37,4.824,-0.089,5.056
"rilucente",-0.823,0,-0.823,0,-0.629,0.395,-0.784,0.079,1.501,4.868,1.501,4.868,"vista",-1.556,5.342,0.339,0.911,9,4,1.668,0.039,-1.409,2,2.45,-1.061,3.471,0.883,5.562,-0.98,3.333
"rimbalzante",-0.881,0.061,-0.895,0.03,0.323,2.636,0.445,2.939,1.151,4.394,1.151,4.394,"vista",0.142,10.061,1.121,0.434,11,10,1.969,0.086,-1.067,1,2.3,-1.037,3.765,-0.361,3.889,-0.448,4.444
"rimbombante",-0.816,0.026,-0.804,0.051,-0.719,0.231,1.462,4.795,-0.087,1.538,1.462,4.795,"udito",-0.965,6.641,0.75,0.718,11,6,1.735,0.047,-1.33,0,3.1,-0.681,3.684,0.429,4.824,-0.466,4.474
"rinfrescante",0.856,3.611,-0.174,1.417,1.002,3.919,-0.571,0.556,0.764,3.389,1.002,3.919,"tatto",1.878,12.891,1.448,0.261,12,120,3.03,1.067,0.028,2,2.2,0.554,6,-0.154,4.059,0.603,6.333
"ringhiante",-0.829,0,-0.73,0.205,-0.615,0.462,1.477,4.821,0.77,3.333,1.477,4.821,"udito",0.074,8.821,0.94,0.547,10,NA,NA,NA,NA,1,2.5,-1.011,3.588,-0.275,4,0.061,5.333
"ripido",-0.89,0.029,-0.843,0.118,0.318,2.647,-0.605,0.618,1.434,4.941,1.434,4.941,"vista",-0.585,8.353,0.947,0.588,6,40,2.571,0.366,-0.436,7,1.65,0.641,6.529,-0.226,3.944,0.651,6.389
"risonante",-0.896,0,-0.879,0.03,-0.683,0.424,1.397,4.879,-0.576,0.667,1.397,4.879,"udito",-1.637,6,0.626,0.813,9,11,2.066,0.109,-0.962,4,1.75,-0.572,4.294,0.864,5.375,-0.582,4.167
"risplendente",-0.882,0.025,-0.816,0.15,-0.73,0.35,-0.743,0.325,1.479,4.95,1.479,4.95,"vista",-1.692,5.8,0.584,0.849,12,17,2.212,0.156,-0.807,2,2.45,-0.46,4.647,0.083,4.444,0.058,5.222
"ritmico",-0.836,0,-0.819,0.054,-0.351,1.054,1.486,4.917,0.305,2.405,1.486,4.917,"udito",-0.214,8.43,0.965,0.583,7,15,2.169,0.14,-0.853,2,1.85,0.201,5.278,-0.001,4.65,0.127,5.278
"ritorto",-0.792,0.081,-0.817,0.027,0.492,2.784,-0.525,0.649,0.937,3.73,0.937,3.73,"vista",-0.704,7.27,0.997,0.509,7,30,2.408,0.249,-0.603,10,1.5,-1.018,3.588,0.991,5.688,-0.794,3.722
"riverberante",-0.722,0.211,-0.645,0.368,-0.534,0.553,0.692,3.158,0.452,2.605,0.692,3.158,"udito",-0.757,6.895,1.191,0.427,12,NA,NA,NA,NA,0,3.6,-1.472,2.263,1.75,6.733,-1.311,3
"roboante",-0.877,0.065,-0.812,0.194,-0.751,0.323,1.319,4.71,-0.169,1.548,1.319,4.71,"udito",-1.291,6.839,0.882,0.679,8,3,1.492,0.023,-1.631,1,2.5,-1.605,2.167,1.266,6.4,-1.411,2.294
"robusto",-0.6,0.697,-0.658,0.545,1.13,4.364,-0.29,1.333,1.281,4.636,1.281,4.636,"vista",0.863,11.576,1.296,0.353,7,267,3.383,2.415,0.383,5,1.75,0.834,6.389,-0.178,4.35,0.713,6.263
"roccioso",-0.76,0.324,-0.634,0.588,1.213,4.5,-0.356,1.147,1.37,4.824,1.37,4.824,"vista",0.833,11.382,1.216,0.395,8,35,2.523,0.327,-0.485,4,1.8,0.02,5,-0.328,3.824,0.454,6
"rombante",-0.844,0,-0.751,0.189,-0.656,0.405,1.443,4.811,0.047,1.892,1.443,4.811,"udito",-0.761,7.297,0.88,0.659,8,7,1.844,0.062,-1.205,1,1.9,-0.966,3.056,-0.047,4.55,-0.43,4.105
"ronzante",-0.817,0.026,-0.804,0.051,-0.636,0.41,1.548,4.949,0.435,2.615,1.548,4.949,"udito",-0.274,8.051,0.867,0.611,8,4,1.589,0.031,-1.506,1,1.9,-1.031,3.105,-0.05,4.176,-0.14,5.053
"rosa",-0.753,0.154,-0.677,0.308,-0.736,0.179,-0.816,0.026,1.579,5,1.579,5,"vista",-1.403,5.667,0.5,0.878,4,1931,4.458,28.838,1.46,45,1,0.879,6.941,-1.553,2.222,0.415,6
"rosato",-0.619,0.459,-0.601,0.486,-0.749,0.189,-0.83,0.027,1.52,4.973,1.52,4.973,"vista",-1.279,6.135,0.696,0.806,6,15,2.12,0.125,-0.904,12,1.35,-0.158,4.632,-0.148,4.059,-0.086,5.105
"roseo",-0.822,0.028,-0.677,0.351,-0.735,0.216,-0.773,0.135,1.519,4.973,1.519,4.973,"vista",-1.488,5.703,0.53,0.867,5,45,2.606,0.397,-0.401,11,1.25,0.11,5.211,-0.243,3.941,-0.12,5
"rossastro",-0.795,0.235,-0.812,0.176,-0.822,0.152,-0.828,0.147,1.463,5,1.463,5,"vista",-1.793,5.71,0.546,0.85,9,6,1.735,0.047,-1.33,3,2.65,-0.004,5.312,-0.28,3.944,-0.019,5.111
"rossiccio",-0.705,0.256,-0.754,0.154,-0.79,0.077,-0.829,0,1.579,5,1.579,5,"vista",-1.5,5.487,0.388,0.911,9,12,2.036,0.101,-0.994,1,2.4,0.016,5.353,-0.08,4.222,0.412,5.944
"rosso",-0.577,0.513,-0.681,0.308,-0.693,0.282,-0.782,0.105,1.561,4.974,1.561,4.974,"vista",-1.173,6.182,0.741,0.788,5,3725,4.705,50.904,1.707,28,1,1.14,6.944,-1.78,2.1,1.02,6.842
"rotato",-0.81,0.026,-0.773,0.105,0.518,2.842,-0.553,0.579,1.134,4.105,1.134,4.105,"vista",-0.484,7.658,0.976,0.533,6,NA,NA,NA,NA,11,1.1,-1.291,2.611,0.516,5.278,-1.037,3.158
"rotondo",-0.575,0.59,-0.687,0.308,1.33,4.487,-0.538,0.641,1.555,4.923,1.555,4.923,"vista",1.086,10.949,1.149,0.422,7,106,2.983,0.958,-0.018,7,1.6,0.938,6.684,-1.02,2.882,0.62,6.316
"rotto",-0.796,0.108,-0.739,0.216,1.095,4.108,0.265,2.324,1.426,4.784,1.426,4.784,"vista",1.251,11.541,1.174,0.405,5,4544,4.729,53.748,1.73,31,1,0.959,6.611,-1.818,2,0.898,6.632
"rovente",-0.138,1.487,-0.438,0.872,1.475,4.718,-0.567,0.59,0.632,3.026,1.475,4.718,"tatto",0.964,10.692,1.357,0.386,7,106,2.987,0.966,-0.015,4,1.8,0.073,4.889,0.004,4.6,0.353,5.526
"rubino",-0.82,0.051,-0.771,0.103,-0.613,0.436,-0.76,0.128,1.585,4.974,1.585,4.974,"vista",-1.379,5.692,0.515,0.865,6,134,3.296,1.979,0.296,5,1.7,-0.752,3.444,0.161,4.85,-0.275,4.526
"rumoroso",-0.829,0,-0.804,0.051,-0.562,0.564,1.561,4.974,0.11,1.974,1.561,4.974,"udito",-0.524,7.564,0.854,0.658,8,247,3.315,2.065,0.315,8,1.55,0.559,6,-1.054,2.824,0.603,6.316
"ruvido",-0.446,0.821,-0.747,0.179,1.594,4.974,-0.411,0.872,0.902,3.615,1.594,4.974,"tatto",0.891,10.462,1.197,0.458,6,47,2.622,0.413,-0.384,5,1.7,0.569,5.889,-0.772,3.5,0.72,6.316
"sabbioso",-0.264,1.412,-0.699,0.412,1.33,4.735,-0.419,1.029,1.283,4.647,1.33,4.735,"tatto",1.231,12.235,1.307,0.353,8,18,2.321,0.203,-0.693,4,1.95,0.14,5.263,-0.484,3.588,0.058,5.278
"saggio",-0.897,0.03,-0.85,0.121,-0.824,0.156,0.792,3.636,0.194,2.364,0.792,3.636,"udito",-1.586,6.308,0.879,0.572,6,1334,4.172,14.898,1.173,14,1.15,0.794,6.421,-0.195,4,0.137,5.526
"salato",1.569,4.949,-0.209,1.256,-0.618,0.436,-0.823,0.053,-0.342,1.026,1.569,4.949,"gusto",-0.423,7.719,1.045,0.634,6,178,3.208,1.613,0.208,16,1,0.879,6.941,-1.092,2.778,0.923,6.833
"saldo",-0.883,0.026,-0.838,0.103,1.116,4.256,-0.45,0.897,0.867,3.744,1.116,4.256,"tatto",-0.189,9.026,1.017,0.469,5,271,3.384,2.423,0.384,23,1,0.284,5.526,0.417,4.824,-0.16,4.944
"salmastro",0.732,3.289,0.519,2.865,-0.214,1.289,-0.662,0.351,0.434,2.632,0.732,3.289,"gusto",0.808,10.427,1.439,0.282,9,3,1.492,0.023,-1.631,3,2.65,-0.749,3.526,0.911,5.529,-0.653,4.158
"sanguinante",0.04,1.892,0.119,2.054,0.223,2.27,-0.589,0.514,1.531,4.972,1.531,4.972,"vista",1.324,11.702,1.419,0.381,11,153,3.115,1.301,0.114,1,2.25,0.462,5.722,-0.521,3.8,0.548,5.947
"saponoso",0.056,1.846,0.573,2.923,0.773,3.333,-0.759,0.179,0.885,3.59,0.885,3.59,"vista",1.528,11.872,1.416,0.287,8,NA,NA,NA,NA,1,2.65,-1.249,2.556,0.033,4.55,-0.823,3.421
"saporito",1.565,4.974,0.889,3.59,-0.524,0.641,-0.706,0.256,0.462,2.692,1.565,4.974,"gusto",1.685,12.154,1.296,0.388,8,101,2.935,0.857,-0.067,5,1.7,0.657,6.211,-0.491,3.588,0.688,6.421
"sassoso",-0.748,0.184,-0.768,0.132,1.182,4.211,-0.035,1.684,1.436,4.737,1.436,4.737,"vista",1.067,10.947,1.14,0.421,7,4,1.589,0.031,-1.506,2,1.85,-0.859,3.389,-0.24,4.211,-0.606,3.842
"saturo",-0.148,1.656,-0.2,1.562,-0.151,1.625,-0.383,1.156,0.812,3.719,0.812,3.719,"vista",-0.07,9.719,1.515,0.264,6,24,2.305,0.195,-0.71,9,1.4,-0.069,4.667,1.087,6.25,-0.402,4.263
"sbagliato",-0.075,1.818,-0.173,1.606,0.035,2.061,0.443,2.906,0.597,3.212,0.597,3.212,"vista",0.827,11.603,1.573,0.138,9,8240,5.039,109.935,2.041,17,1,0.849,6.882,-1.225,2.611,0.446,6.056
"sbiadito",-0.748,0.132,-0.771,0.103,-0.694,0.237,-0.707,0.263,1.435,4.667,1.435,4.667,"vista",-1.486,5.401,0.576,0.845,8,52,2.709,0.506,-0.295,3,2.4,0.648,6.529,0.2,4.611,0.33,5.778
"sbilenco",-0.895,0.031,-0.892,0.031,0.335,2.625,-0.726,0.375,1.333,4.75,1.333,4.75,"vista",-0.845,7.812,0.859,0.604,8,12,2.191,0.148,-0.83,1,2.4,-0.456,4,0.286,5.1,-0.69,3.737
"sbriciolabile",0.018,1.769,-0.608,0.462,1.405,4.667,-0.067,1.615,1.116,4.077,1.405,4.667,"tatto",1.864,12.59,1.393,0.334,13,NA,NA,NA,NA,0,3.65,-1.178,2.842,-0.083,4.125,-0.664,4.158
"sbrilluccicante",-0.815,0.054,-0.787,0.108,-0.6,0.514,-0.73,0.216,1.444,4.811,1.444,4.811,"vista",-1.489,5.703,0.604,0.834,15,NA,NA,NA,NA,1,4.8,-0.78,4,-0.047,4.353,-0.395,4.5
"scampanellante",-0.847,0,-0.847,0,-0.519,0.694,1.497,4.944,0.444,2.778,1.497,4.944,"udito",-0.272,8.417,0.884,0.587,14,NA,NA,NA,NA,0,3.6,-1.488,2.333,-0.013,4.6,-1.218,2.789
"scarlatto",-0.772,0.103,-0.784,0.077,-0.784,0.103,-0.789,0.128,1.572,4.949,1.572,4.949,"vista",-1.556,5.359,0.375,0.909,9,29,2.523,0.327,-0.485,3,2.15,-0.399,4.706,0.478,5.059,-0.518,4.167
"scarno",-0.645,0.513,-0.791,0.205,0.738,3.436,-0.657,0.487,1.17,4.333,1.17,4.333,"vista",-0.186,8.974,1.127,0.46,6,17,2.169,0.14,-0.853,7,1.6,-0.453,4.105,1.118,5.765,-0.717,4.105
"scialbo",-0.073,1.632,-0.449,0.789,-0.521,0.632,-0.399,0.861,0.833,3.447,0.833,3.447,"vista",-0.61,7.361,1.39,0.382,7,25,2.305,0.195,-0.71,4,1.75,-0.734,3.412,1.241,6.4,-1.271,2.684
"scintillante",-0.736,0.179,-0.667,0.308,-0.618,0.41,-0.541,0.579,1.543,4.897,1.543,4.897,"vista",-1.019,6.374,0.844,0.74,12,208,3.288,1.94,0.288,3,2.25,0.272,5.941,-0.176,4.118,0.142,5.389
"sciolto",-0.065,1.641,-0.505,0.692,0.825,3.462,-0.528,0.615,1.278,4.41,1.278,4.41,"vista",1.005,10.821,1.355,0.351,7,331,3.469,2.945,0.469,6,1.6,0.784,6.421,-0.666,3.353,0.251,5.684
"scivoloso",-0.452,0.769,-0.725,0.205,1.286,4.41,-0.575,0.513,0.683,3.154,1.286,4.41,"tatto",0.217,9.051,1.176,0.465,9,121,3.054,1.13,0.053,3,2.25,0.638,6.529,-0.516,3.556,0.398,6
"sconnesso",-0.759,0.154,-0.755,0.105,0.754,3.282,-0.141,1.395,1.072,3.974,1.072,3.974,"vista",0.172,8.91,1.141,0.434,9,23,2.321,0.203,-0.693,4,1.75,0.084,5,0.522,5.45,0.128,5.263
"scoppiettante",-0.525,0.788,-0.414,1,-0.424,1,1.318,4.706,0.858,3.765,1.318,4.706,"udito",0.813,11.258,1.347,0.348,13,30,2.395,0.242,-0.617,1,3.3,0.094,4.944,-0.022,4.6,0.198,5.316
"screziato",-0.802,0.132,-0.765,0.206,-0.374,1.044,-0.591,0.574,0.947,3.838,0.947,3.838,"vista",-1.585,5.794,1.015,0.64,9,1,1.191,0.008,-2.108,1,2.25,-1.5,2.211,1.499,6.267,-1.387,3
"scricchiolante",-0.768,0.128,-0.742,0.179,0.166,2.103,1.452,4.769,0.28,2.308,1.452,4.769,"udito",0.388,9.487,1.157,0.489,14,13,2.212,0.156,-0.807,1,3.4,-0.098,5.176,0.304,4.722,0.17,5.389
"scrosciante",-0.794,0.077,-0.709,0.256,-0.186,1.359,1.383,4.641,0.785,3.385,1.383,4.641,"udito",0.48,9.718,1.13,0.47,11,9,1.89,0.07,-1.154,1,2.5,-0.689,3.632,0.666,5.176,0.076,5.316
"scuro",-0.742,0.179,-0.755,0.154,-0.694,0.282,-0.615,0.436,1.561,4.974,1.561,4.974,"vista",-1.246,6.026,0.69,0.8,5,568,3.729,5.369,0.73,18,1,0.841,6.882,-1.103,2.778,0.797,6.667
"secco",0.417,2.769,-0.313,1.231,0.998,3.975,-0.19,1.475,1.011,4,1.011,4,"vista",1.922,13.45,1.508,0.206,5,1217,4.069,11.774,1.071,20,1,0.778,6.765,-0.61,3.5,0.524,6.294
"seghettato",-0.666,0.333,-0.797,0.077,1.448,4.718,-0.577,0.513,1.508,4.842,1.508,4.842,"vista",0.917,10.483,1.009,0.455,10,21,2.321,0.203,-0.693,3,2.4,-0.675,3.684,0.007,4.294,0.051,5.316
"segmentato",-0.792,0.079,-0.83,0,1.171,4.184,-0.547,0.605,1.461,4.789,1.461,4.789,"vista",0.464,9.658,0.923,0.496,10,2,1.367,0.016,-1.807,3,2.2,-0.623,4.412,0.72,5.333,-0.48,4.333
"selvatico",0.403,2.553,0.498,2.737,-0.527,0.658,-0.099,1.486,0.899,3.605,0.899,3.605,"vista",1.174,11.039,1.488,0.267,9,182,3.224,1.675,0.224,3,2.45,0.372,5.471,-0.339,4.1,0.673,6.158
"semitransparente",-0.793,0.026,-0.816,0.053,-0.653,0.342,-0.771,0.128,1.568,4.921,1.568,4.921,"vista",-1.464,5.47,0.427,0.895,16,NA,NA,NA,NA,0,5.65,-0.192,5.059,0.185,4.611,0.033,5.333
"sensato",-0.552,0.553,-0.642,0.41,-0.58,0.564,0.656,3.132,0.266,2.324,0.656,3.132,"udito",-0.852,6.983,1.296,0.39,7,241,3.326,2.119,0.326,6,1.65,0.768,6.222,0.509,5.4,0.49,5.842
"setoso",-0.755,0.154,-0.791,0.077,1.51,4.872,-0.479,0.718,1.109,4.026,1.51,4.872,"tatto",0.594,9.846,1.008,0.487,6,4,1.589,0.031,-1.506,5,1.75,-0.833,3.941,0.34,4.765,-0.642,4.056
"sfavillante",-0.782,0.083,-0.795,0.056,-0.743,0.167,-0.456,0.75,1.35,4.611,1.35,4.611,"vista",-1.426,5.667,0.647,0.804,11,29,2.395,0.242,-0.617,1,2.85,-0.652,3.778,0.678,5.6,-0.622,3.789
"sferico",-0.671,0.378,-0.831,0.027,1.33,4.595,-0.608,0.486,1.534,5,1.534,5,"vista",0.754,10.486,0.992,0.474,7,20,2.252,0.171,-0.766,2,1.85,-0.199,4.579,-0.269,3.882,0.535,6.158
"sfolgorante",-0.779,0.139,-0.725,0.25,-0.67,0.361,-0.308,1.111,1.323,4.583,1.323,4.583,"vista",-1.16,6.444,0.916,0.69,11,11,1.969,0.086,-1.067,2,2.65,-0.473,4.353,0.998,5.722,-0.658,3.944
"sfumato",-0.484,0.757,-0.486,0.757,-0.61,0.486,-0.172,1.444,1.464,4.865,1.464,4.865,"vista",-0.288,8.309,1.22,0.527,7,33,2.434,0.265,-0.577,6,1.65,0.062,5.056,0,4.6,-0.007,5
"sgradevole",1.335,4.675,1.225,4.45,0.654,3.275,0.922,3.825,1.173,4.35,1.335,4.675,"gusto",5.309,20.575,1.602,0.068,10,513,3.663,4.613,0.664,2,2.75,0.46,6.176,0.281,4.667,0.535,6.167
"sgualcito",-0.873,0.05,-0.862,0.075,0.894,3.75,-0.755,0.275,1.338,4.675,1.338,4.675,"vista",-0.259,8.825,0.878,0.524,9,17,2.169,0.14,-0.853,3,2.25,-0.024,4.947,0.484,4.941,0.267,5.737
"sibilante",-0.837,0.147,-0.833,0.147,-0.777,0.235,1.432,4.941,-0.305,1.235,1.432,4.941,"udito",-1.321,6.706,0.822,0.715,9,9,2.004,0.094,-1.029,1,2.4,-1.074,3,0.435,4.824,-0.349,4.632
"silenzioso",-0.906,0,-0.85,0.118,-0.846,0.118,1.382,4.853,-0.131,1.647,1.382,4.853,"udito",-1.352,6.735,0.722,0.721,10,655,3.761,5.782,0.762,7,1.65,0.879,6.941,-0.88,3.056,0.792,6.611
"simmetrico",-0.757,0.154,-0.819,0.026,0.615,3.026,-0.633,0.41,1.561,4.974,1.561,4.974,"vista",-0.034,8.59,0.919,0.576,10,21,2.321,0.203,-0.693,2,2.4,0.105,5,0.061,4.65,0.09,5.158
"simpatico",-0.881,0.065,-0.75,0.344,-0.75,0.312,0.683,3.406,0.756,3.562,0.756,3.562,"vista",-0.942,7.69,1.026,0.455,9,1623,4.215,16.449,1.216,7,1.6,0.922,7,-1.253,2.611,0.74,6.556
"sinuoso",-0.753,0.154,-0.777,0.103,0.768,3.359,-0.301,1.103,1.17,4.205,1.17,4.205,"vista",0.107,8.923,1.102,0.46,7,8,1.969,0.086,-1.067,3,2.05,-0.293,4.421,1.124,5.765,-0.421,4.579
"smacchiato",-0.818,0.182,-0.627,0.545,-0.586,0.625,-0.87,0.094,1.436,4.97,1.436,4.97,"vista",-1.465,6.416,0.797,0.76,10,1,1.191,0.008,-2.108,2,1.85,0.004,4.889,0.198,4.9,-0.038,4.947
"smagliante",-0.865,0.062,-0.738,0.344,-0.612,0.606,-0.763,0.258,1.24,4.562,1.24,4.562,"vista",-1.739,5.833,0.781,0.772,10,73,2.798,0.623,-0.205,1,2.3,-0.392,4.211,0.756,5.294,0.063,5.474
"smeraldino",-0.871,0.05,-0.859,0.075,-0.69,0.425,-0.797,0.2,1.413,4.825,1.413,4.825,"vista",-1.803,5.575,0.541,0.857,10,1,1.191,0.008,-2.108,1,3.05,-1.76,2.353,0.699,5.2,-0.874,3.611
"smorzato",-0.23,1.45,-0.289,1.325,-0.283,1.275,0.779,3.525,0.259,2.425,0.779,3.525,"udito",0.236,10,1.522,0.225,8,18,2.232,0.164,-0.786,6,1.65,-0.223,4.526,0.855,5.412,-0.631,4.211
"smussato",-0.673,0.333,-0.793,0.077,1.256,4.359,-0.577,0.538,1.262,4.385,1.262,4.385,"vista",0.475,9.692,1.033,0.444,8,27,2.367,0.226,-0.646,4,1.8,-0.127,5.176,1.033,5.778,-0.18,4.889
"soave",0.179,2.324,0.22,2.412,-0.417,1.029,0.962,3.971,0.479,2.941,0.962,3.971,"udito",1.423,12.676,1.533,0.232,5,81,2.877,0.748,-0.126,7,1.55,-0.295,4.333,0.447,5.35,0.021,5
"soffice",-0.02,1.912,-0.793,0.235,1.433,4.941,-0.482,0.909,0.925,3.912,1.433,4.941,"tatto",1.063,11.909,1.298,0.395,7,248,3.328,2.127,0.328,4,1.75,0.528,5.947,-0.644,3.353,0.729,6.526
"soleggiato",-0.844,0,-0.62,0.459,-0.077,1.639,-0.739,0.194,1.504,4.946,1.504,4.946,"vista",-0.776,7.239,0.869,0.683,10,32,2.47,0.288,-0.54,5,1.7,0.781,6.278,-0.594,3.7,0.758,6.368
"solido",-0.408,1,-0.83,0.128,1.419,4.846,-0.462,0.923,1.208,4.436,1.419,4.846,"tatto",0.926,11.333,1.2,0.416,6,464,3.618,4.161,0.619,9,1.35,0.631,6.529,-0.366,3.833,0.585,6.278
"sollecitante",-0.135,1.59,-0.052,1.744,0.057,1.923,0.556,3.051,0.705,3.359,0.705,3.359,"vista",1.13,11.667,1.562,0.152,12,NA,NA,NA,NA,0,2.5,-1.054,2.944,0.907,5.95,-0.722,3.632
"sonante",-0.829,0,-0.816,0.026,-0.479,0.744,1.503,4.872,0,1.718,1.503,4.872,"udito",-0.621,7.359,0.864,0.662,7,22,2.252,0.171,-0.766,2,1.8,-0.891,3.368,0.619,5.059,-0.557,4.158
"sonoro",-0.789,0.108,-0.831,0.027,-0.546,0.622,1.519,4.973,-0.114,1.541,1.519,4.973,"udito",-0.76,7.27,0.882,0.68,6,144,3.148,1.403,0.147,7,1.55,0.46,6.176,-0.361,3.833,0.404,5.833
"sottile",-0.493,0.718,-0.635,0.41,1.475,4.795,-0.468,0.769,1.459,4.769,1.475,4.795,"tatto",1.338,11.462,1.203,0.383,7,783,3.863,7.317,0.864,6,1.6,0.809,6.333,-0.755,3.45,0.799,6.421
"speziato",1.493,4.974,1.107,4.179,-0.764,0.256,-0.844,0.103,0.187,2.256,1.493,4.974,"gusto",1.179,11.769,1.173,0.414,8,53,2.682,0.475,-0.323,6,1.7,0.257,5.765,0.276,4.722,0.543,6.167
"spezzato",-0.721,0.231,-0.746,0.179,1.292,4.436,-0.019,1.718,1.479,4.821,1.479,4.821,"vista",1.284,11.385,1.161,0.408,8,1272,4.084,12.171,1.085,10,1.35,0.535,5.889,-0.824,3.35,0.459,5.889
