word_chinese,translate_word_english,valence_mean_all,valence_sd_all,arousal_mean_all,arousal_sd_all,dominance_mean_all,dominance_sd_all,familiarity_mean_all,familiarity_sd_all,valence_mean_old,valence_sd_old,arousal_mean_old,arousal_sd_old,dominance_mean_old,dominance_sd_old,familiarity_mean_old,familiarity_sd_old,valence_mean_young,valence_sd_young,arousal_mean_young,arousal_sd_young,dominance_mean_young,dominance_sd_young,familiarity_mean_young,familiarity_sd_young,valence_n_all,valence_n_old,valance_n_young,df_n_all,df_n_old,df_n_young,frequency,complexity,char_1,char_1_frequency,char_1_stroke,char_2,char_2_frequency,char_2_stroke,char_3,char_3_frequency,char_3_stroke,char_4,char_4_frequency,char_4_stroke
惨不忍闻,Can't bear to hear cruel stories,2.58 ,1.17 ,6.77 ,1.23 ,3.79 ,1.72 ,6.85 ,1.33 ,2.34 ,1.21 ,6.89 ,1.34 ,3.75 ,1.76 ,6.61 ,1.62 ,2.81 ,1.08 ,6.65 ,1.12 ,3.83 ,1.71 ,7.13 ,0.85 ,107 ,53 ,54 ,52,28,24,45.00 ,31.00 ,惨,49.65 ,11.00 ,不,9822.27 ,4.00 ,忍,95.76 ,7.00 ,闻,580.75 ,9.00 
草草了事,To get a job done hastily,3.32 ,0.89 ,5.66 ,1.18 ,5.26 ,2.00 ,7.26 ,0.95 ,3.64 ,0.72 ,5.36 ,0.96 ,5.45 ,2.02 ,7.05 ,0.79 ,3.02 ,0.94 ,5.94 ,1.30 ,5.08 ,2.02 ,7.46 ,1.06 ,102 ,50 ,52 ,46,22,24,72.00 ,28.00 ,草,267.56 ,9.00 ,草,267.56 ,9.00 ,了,5827.94 ,2.00 ,事,2624.46 ,8.00 
搽脂抹粉,Paint and powder one's face,3.83 ,1.43 ,5.06 ,1.52 ,6.13 ,1.45 ,6.75 ,1.72 ,3.48 ,1.34 ,5.35 ,0.98 ,6.22 ,1.24 ,6.78 ,1.24 ,4.17 ,1.46 ,4.79 ,1.89 ,6.04 ,1.65 ,6.72 ,2.09 ,47 ,23 ,24 ,48,23,25,22.00 ,40.00 ,搽,1.05 ,12.00 ,脂,26.74 ,10.00 ,抹,22.47 ,8.00 ,粉,111.63 ,10.00 
豺狼虎豹,"Giant beasts such as wolf, tiger and leopard",2.99 ,1.24 ,6.11 ,1.53 ,3.35 ,1.58 ,6.94 ,1.38 ,2.76 ,1.27 ,6.00 ,1.68 ,3.54 ,1.97 ,6.89 ,1.45 ,3.24 ,1.19 ,6.24 ,1.38 ,3.13 ,0.95 ,7.00 ,1.32 ,48 ,25 ,23 ,52,28,24,54.00 ,38.00 ,豺,1.55 ,10.00 ,狼,27.47 ,10.00 ,虎,76.56 ,8.00 ,豹,9.39 ,10.00 
朝秦暮楚,Be quick to switch sides,3.35 ,1.47 ,5.98 ,1.48 ,4.90 ,1.40 ,5.56 ,2.38 ,3.67 ,1.27 ,5.50 ,1.41 ,4.67 ,1.43 ,5.25 ,2.03 ,3.04 ,1.60 ,6.46 ,1.41 ,5.13 ,1.36 ,5.88 ,2.69 ,48 ,24 ,24 ,48,24,24,95.00 ,49.00 ,朝,333.50 ,12.00 ,秦,67.58 ,10.00 ,暮,5.41 ,14.00 ,楚,151.51 ,13.00 
吵吵闹闹,Noisily,3.31 ,1.02 ,5.93 ,1.07 ,4.88 ,1.83 ,7.46 ,0.99 ,3.20 ,1.06 ,5.78 ,1.26 ,5.09 ,2.00 ,7.00 ,0.95 ,3.44 ,0.97 ,6.09 ,0.81 ,4.68 ,1.68 ,7.88 ,0.83 ,105 ,55 ,50 ,48,23,25,360.00 ,30.00 ,吵,26.80 ,7.00 ,吵,26.80 ,7.00 ,闹,82.79 ,8.00 ,闹,82.79 ,8.00 
沉湎酒色,Overindulge oneself in wine and women,2.69 ,1.26 ,5.96 ,1.71 ,4.68 ,1.94 ,6.32 ,1.58 ,2.88 ,1.45 ,5.54 ,1.86 ,4.36 ,1.70 ,6.00 ,1.63 ,2.50 ,1.02 ,6.38 ,1.47 ,5.04 ,2.15 ,6.68 ,1.46 ,48 ,24 ,24 ,53,28,25,48.00 ,35.00 ,沉,227.01 ,7.00 ,湎,0.70 ,12.00 ,酒,253.87 ,10.00 ,色,949.07 ,6.00 
成群结伙,In groups,3.94 ,1.23 ,5.48 ,1.05 ,5.24 ,1.97 ,6.98 ,1.60 ,3.88 ,1.03 ,5.58 ,0.72 ,5.16 ,1.97 ,6.80 ,1.50 ,4.00 ,1.41 ,5.38 ,1.31 ,5.32 ,2.01 ,7.16 ,1.70 ,48 ,24 ,24 ,50,25,25,86.00 ,34.00 ,成,3751.08 ,6.00 ,群,482.11 ,13.00 ,结,1221.70 ,9.00 ,伙,145.71 ,6.00 
诚惶诚恐,With profound respect and humility,3.26 ,1.24 ,6.07 ,1.29 ,4.15 ,1.76 ,6.85 ,1.62 ,3.45 ,1.37 ,6.00 ,1.02 ,4.26 ,1.68 ,6.22 ,1.76 ,3.08 ,1.10 ,6.13 ,1.51 ,4.04 ,1.86 ,7.44 ,1.26 ,46 ,22 ,24 ,48,23,25,525.00 ,38.00 ,诚,53.38 ,8.00 ,惶,10.61 ,12.00 ,诚,53.38 ,8.00 ,恐,135.33 ,10.00 
城门失火,Gate fire,2.88 ,1.17 ,6.85 ,1.18 ,3.07 ,1.37 ,6.70 ,1.58 ,2.49 ,1.16 ,7.06 ,1.16 ,2.86 ,1.46 ,6.55 ,1.50 ,3.27 ,1.07 ,6.65 ,1.19 ,3.25 ,1.29 ,6.83 ,1.66 ,103 ,51 ,52 ,46,22,24,76.00 ,21.00 ,城,846.39 ,9.00 ,门,1206.79 ,3.00 ,失,590.56 ,5.00 ,火,508.65 ,4.00 
乘隙而入,Take advantage of the crack and enter,3.50 ,1.32 ,5.96 ,1.41 ,5.41 ,1.91 ,6.96 ,1.21 ,3.60 ,1.63 ,6.00 ,1.32 ,5.21 ,2.26 ,6.79 ,1.32 ,3.39 ,0.89 ,5.91 ,1.53 ,5.60 ,1.53 ,7.12 ,1.09 ,48 ,25 ,23 ,49,24,25,65.00 ,30.00 ,乘,115.40 ,10.00 ,隙,10.12 ,12.00 ,而,2283.95 ,6.00 ,入,1407.48 ,2.00 
吃粉笔灰,Eat chalk,3.02 ,1.29 ,5.62 ,1.64 ,4.71 ,1.81 ,6.90 ,1.58 ,2.84 ,1.31 ,5.24 ,1.88 ,5.00 ,1.84 ,6.54 ,1.22 ,3.23 ,1.27 ,6.05 ,1.21 ,4.44 ,1.78 ,7.24 ,1.83 ,47 ,25 ,22 ,49,24,25,20.00 ,32.00 ,吃,273.55 ,6.00 ,粉,111.63 ,10.00 ,笔,229.55 ,10.00 ,灰,86.67 ,6.00 
吃里扒外,Eat in pick outside,2.36 ,0.96 ,6.51 ,1.55 ,4.33 ,1.78 ,7.00 ,1.32 ,2.26 ,0.92 ,6.17 ,1.92 ,4.33 ,1.83 ,6.75 ,1.19 ,2.45 ,1.01 ,6.86 ,0.94 ,4.32 ,1.77 ,7.24 ,1.42 ,45 ,23 ,22 ,49,24,25,35.00 ,26.00 ,吃,273.55 ,6.00 ,里,2015.70 ,7.00 ,爬,40.69 ,8.00 ,外,2025.61 ,5.00 
吃青春饭,Depend on youth to make a living,3.79 ,1.41 ,5.57 ,1.28 ,4.96 ,2.00 ,7.23 ,1.28 ,3.75 ,1.51 ,5.63 ,1.17 ,5.52 ,1.90 ,7.04 ,1.21 ,3.83 ,1.34 ,5.52 ,1.41 ,4.35 ,1.97 ,7.43 ,1.34 ,47 ,24 ,23 ,48,25,23,31.00 ,30.00 ,吃,273.55 ,6.00 ,青,908.57 ,8.00 ,春,316.16 ,9.00 ,饭,186.68 ,7.00 
吃哑巴亏,Be unable to speak out about one's grievances,3.02 ,1.11 ,6.04 ,1.78 ,3.52 ,1.64 ,7.08 ,1.22 ,3.14 ,0.94 ,5.59 ,1.87 ,4.17 ,1.83 ,6.65 ,1.07 ,2.92 ,1.25 ,6.46 ,1.61 ,2.92 ,1.19 ,7.48 ,1.23 ,46 ,22 ,24 ,48,23,25,58.00 ,22.00 ,吃,273.55 ,6.00 ,哑,17.82 ,9.00 ,巴,449.01 ,4.00 ,亏,69.04 ,3.00 
痴男怨女,Young men and wowen who are deeply in love but unable to fufil their passion,3.95 ,1.07 ,5.46 ,1.04 ,4.57 ,1.63 ,6.74 ,1.44 ,3.98 ,1.00 ,5.17 ,0.90 ,4.65 ,1.56 ,6.04 ,1.43 ,3.92 ,1.15 ,5.75 ,1.09 ,4.50 ,1.72 ,7.42 ,1.10 ,103 ,52 ,51 ,47,23,24,66.00 ,32.00 ,痴,25.19 ,13.00 ,男,316.91 ,7.00 ,怨,47.46 ,9.00 ,女,1009.76 ,3.00 
赤日炎炎,Red sun,3.84 ,1.34 ,5.84 ,1.21 ,2.92 ,1.52 ,7.50 ,1.16 ,4.13 ,1.35 ,5.65 ,1.22 ,3.15 ,1.75 ,7.30 ,1.17 ,3.52 ,1.28 ,6.04 ,1.18 ,2.68 ,1.22 ,7.72 ,1.14 ,104 ,54 ,50 ,52,27,25,100.00 ,27.00 ,赤,25.21 ,7.00 ,日,3252.04 ,4.00 ,炎,35.40 ,8.00 ,炎,35.40 ,8.00 
充耳未闻,Unheard of the ears,3.89 ,1.17 ,5.51 ,1.44 ,5.25 ,1.53 ,6.58 ,1.27 ,4.22 ,1.24 ,4.96 ,1.40 ,4.82 ,1.49 ,6.39 ,1.42 ,3.58 ,1.02 ,6.04 ,1.30 ,5.75 ,1.45 ,6.79 ,1.06 ,47 ,23 ,24 ,52,28,24,2.00 ,26.00 ,充,354.88 ,6.00 ,耳,161.51 ,6.00 ,未,595.66 ,5.00 ,闻,580.75 ,9.00 
愁肠百结,Sorrow,3.09 ,1.27 ,5.74 ,1.42 ,4.19 ,1.55 ,6.38 ,1.61 ,3.33 ,1.40 ,6.17 ,1.09 ,4.11 ,1.42 ,6.04 ,1.60 ,2.83 ,1.07 ,5.30 ,1.61 ,4.28 ,1.70 ,6.76 ,1.56 ,47 ,24 ,23 ,52,27,25,82.00 ,35.00 ,愁,30.75 ,13.00 ,肠,60.42 ,7.00 ,百,560.83 ,6.00 ,结,1221.70 ,9.00 
愁眉紧锁,Worried frown,2.89 ,1.24 ,5.55 ,1.69 ,4.98 ,1.81 ,7.14 ,1.59 ,3.04 ,1.22 ,5.17 ,1.85 ,5.44 ,1.71 ,6.68 ,1.80 ,2.75 ,1.26 ,5.92 ,1.47 ,4.50 ,1.82 ,7.63 ,1.21 ,47 ,23 ,24 ,49,25,24,37.00 ,44.00 ,愁,30.75 ,13.00 ,眉,26.02 ,9.00 ,紧,354.23 ,10.00 ,锁,62.63 ,12.00 
愁眉苦脸,A distressed expression,3.10 ,1.00 ,5.63 ,1.20 ,5.08 ,1.91 ,7.43 ,1.01 ,3.24 ,1.08 ,5.59 ,1.12 ,5.42 ,1.79 ,7.46 ,0.86 ,2.96 ,0.90 ,5.66 ,1.29 ,4.72 ,1.99 ,7.40 ,1.15 ,107 ,54 ,53 ,51,26,25,891.00 ,41.00 ,愁,30.75 ,13.00 ,眉,26.02 ,9.00 ,苦,332.42 ,8.00 ,脸,196.83 ,11.00 
丑态毕露,Show the cloven hoof,2.81 ,1.34 ,6.04 ,1.09 ,4.55 ,1.96 ,6.96 ,1.51 ,2.84 ,1.62 ,5.84 ,1.21 ,5.04 ,2.05 ,6.71 ,1.57 ,2.78 ,0.90 ,6.30 ,0.86 ,4.08 ,1.78 ,7.20 ,1.44 ,45 ,25 ,20 ,49,24,25,26.00 ,39.00 ,丑,36.49 ,4.00 ,态,234.59 ,8.00 ,毕,78.08 ,6.00 ,露,213.38 ,21.00 
臭不可闻,Stinky,2.10 ,0.85 ,6.51 ,1.56 ,3.72 ,1.33 ,6.70 ,1.37 ,1.85 ,0.88 ,6.65 ,1.87 ,4.04 ,1.55 ,6.67 ,1.05 ,2.39 ,0.72 ,6.35 ,1.11 ,3.39 ,0.99 ,6.74 ,1.66 ,49 ,26 ,23 ,47,24,23,84.00 ,28.00 ,臭,28.00 ,10.00 ,不,9822.27 ,4.00 ,可,3245.08 ,5.00 ,闻,580.75 ,9.00 
臭名昭彰,Notorious,2.64 ,1.31 ,6.38 ,1.68 ,4.34 ,1.63 ,6.94 ,1.33 ,2.65 ,1.43 ,6.04 ,1.99 ,4.26 ,1.57 ,6.61 ,1.50 ,2.63 ,1.21 ,6.71 ,1.27 ,4.42 ,1.72 ,7.25 ,1.07 ,47 ,23 ,24 ,47,23,24,72.00 ,39.00 ,臭,28.00 ,10.00 ,名,1361.14 ,6.00 ,昭,6.31 ,9.00 ,彰,9.79 ,14.00 
臭气冲天,Stench,2.19 ,1.02 ,6.81 ,1.37 ,4.04 ,1.81 ,7.04 ,1.00 ,2.17 ,1.11 ,6.63 ,1.63 ,4.17 ,1.75 ,6.83 ,0.89 ,2.21 ,0.91 ,7.00 ,1.01 ,3.92 ,1.89 ,7.25 ,1.07 ,106 ,54 ,52 ,47,23,24,72.00 ,24.00 ,臭,28.00 ,10.00 ,气,1139.89 ,4.00 ,冲,255.46 ,6.00 ,天,2247.50 ,4.00 
出口伤人,Offend by rude remarks,2.56 ,1.00 ,6.52 ,1.19 ,5.48 ,2.11 ,7.43 ,1.03 ,2.43 ,1.06 ,6.43 ,1.33 ,5.57 ,2.13 ,7.13 ,0.92 ,2.71 ,0.91 ,6.62 ,1.01 ,5.39 ,2.13 ,7.74 ,1.05 ,103 ,54 ,49 ,46,23,23,93.00 ,16.00 ,出,4757.26 ,5.00 ,口,1079.29 ,3.00 ,伤,275.56 ,6.00 ,人,10357.79 ,2.00 
触景伤情,Feel very depressed at the prospect,3.65 ,1.01 ,5.75 ,1.29 ,5.08 ,2.11 ,7.39 ,1.19 ,3.81 ,1.06 ,5.79 ,1.15 ,5.64 ,1.78 ,7.08 ,1.22 ,3.49 ,0.95 ,5.72 ,1.43 ,4.50 ,2.30 ,7.71 ,1.08 ,106 ,53 ,53 ,49,25,24,36.00 ,42.00 ,触,116.02 ,13.00 ,景,314.37 ,12.00 ,伤,275.56 ,6.00 ,情,1729.84 ,11.00 
吹吹拍拍,Boasting and toadying,3.92 ,1.50 ,5.17 ,1.55 ,5.12 ,1.65 ,6.12 ,2.05 ,3.25 ,1.67 ,5.58 ,1.28 ,4.85 ,1.68 ,7.11 ,1.01 ,4.58 ,0.93 ,4.75 ,1.70 ,5.40 ,1.61 ,5.04 ,2.34 ,48 ,24 ,24 ,52,27,25,41.00 ,30.00 ,吹,62.26 ,7.00 ,吹,62.26 ,7.00 ,拍,156.06 ,8.00 ,拍,156.06 ,8.00 
垂死挣扎,Give dying kicks,3.07 ,1.38 ,6.56 ,1.32 ,3.88 ,1.80 ,7.02 ,1.23 ,2.44 ,1.18 ,6.67 ,1.48 ,4.08 ,2.00 ,6.88 ,1.30 ,3.73 ,1.25 ,6.44 ,1.13 ,3.68 ,1.60 ,7.16 ,1.18 ,107 ,55 ,52 ,49,24,25,293.00 ,27.00 ,垂,62.79 ,8.00 ,死,481.52 ,6.00 ,挣,29.63 ,9.00 ,扎,88.60 ,4.00 
粗里粗气,The voice is loud,3.50 ,1.01 ,5.29 ,1.17 ,5.45 ,1.56 ,6.82 ,1.41 ,3.58 ,0.93 ,5.54 ,1.14 ,5.48 ,1.56 ,6.88 ,0.93 ,3.42 ,1.10 ,5.04 ,1.16 ,5.42 ,1.59 ,6.75 ,1.80 ,48 ,24 ,24 ,49,25,24,17.00 ,33.00 ,粗,75.20 ,11.00 ,里,2015.70 ,7.00 ,粗,75.20 ,11.00 ,气,1139.89 ,4.00 
粗声大气,"A deep, gruff voice",3.43 ,1.08 ,5.81 ,1.19 ,5.51 ,1.86 ,7.00 ,1.25 ,3.53 ,1.01 ,5.70 ,1.07 ,5.74 ,1.91 ,6.91 ,1.00 ,3.33 ,1.15 ,5.92 ,1.31 ,5.29 ,1.83 ,7.08 ,1.47 ,105 ,53 ,52 ,47,23,24,64.00 ,25.00 ,粗,75.20 ,11.00 ,声,768.62 ,7.00 ,大,6744.01 ,3.00 ,气,1139.89 ,4.00 
存心不良,Evil thoughts ,2.85 ,1.03 ,6.02 ,1.67 ,4.84 ,1.84 ,6.88 ,1.44 ,2.70 ,1.11 ,5.96 ,1.87 ,4.72 ,1.93 ,6.72 ,1.37 ,3.00 ,0.95 ,6.09 ,1.47 ,4.96 ,1.79 ,7.04 ,1.51 ,46 ,23 ,23 ,50,25,25,95.00 ,21.00 ,存,596.10 ,6.00 ,心,2318.57 ,4.00 ,不,9822.27 ,4.00 ,良,292.37 ,7.00 
寸步难移,Can hardly move a step,3.13 ,1.21 ,5.66 ,1.90 ,3.53 ,1.89 ,7.02 ,1.27 ,3.04 ,1.30 ,5.87 ,1.60 ,3.54 ,1.74 ,6.79 ,1.10 ,3.21 ,1.14 ,5.46 ,2.17 ,3.52 ,2.06 ,7.24 ,1.39 ,47 ,23 ,24 ,49,24,25,64.00 ,31.00 ,寸,44.83 ,3.00 ,步,720.39 ,7.00 ,难,719.94 ,10.00 ,移,236.36 ,11.00 
答非所问,Give an irrelevant answer,3.42 ,0.85 ,5.64 ,1.08 ,4.96 ,1.74 ,7.02 ,1.16 ,3.71 ,0.77 ,5.44 ,0.90 ,5.08 ,1.61 ,6.88 ,1.19 ,3.15 ,0.84 ,5.83 ,1.20 ,4.84 ,1.89 ,7.16 ,1.14 ,101 ,48 ,53 ,49,24,25,242.00 ,34.00 ,答,284.04 ,12.00 ,非,678.21 ,8.00 ,所,2259.17 ,8.00 ,问,1457.10 ,6.00 
打马虎眼,In order to gloss it over,3.28 ,0.93 ,5.52 ,1.43 ,5.62 ,1.51 ,7.23 ,0.94 ,3.13 ,1.06 ,5.52 ,1.65 ,5.43 ,1.41 ,6.83 ,0.65 ,3.43 ,0.79 ,5.52 ,1.20 ,5.79 ,1.61 ,7.63 ,1.01 ,46 ,23 ,23 ,47,23,24,39.00 ,27.00 ,打,847.71 ,5.00 ,马,1026.99 ,3.00 ,虎,76.56 ,8.00 ,眼,606.51 ,11.00 
打小报告,Inform secretly on a colleague [sb.],2.58 ,1.18 ,6.47 ,1.29 ,4.90 ,1.97 ,7.21 ,1.13 ,2.64 ,1.18 ,6.05 ,1.46 ,5.33 ,1.76 ,6.96 ,1.00 ,2.52 ,1.20 ,6.87 ,0.97 ,4.46 ,2.11 ,7.46 ,1.22 ,45 ,22 ,23 ,48,24,24,68.00 ,22.00 ,打,847.71 ,5.00 ,小,2135.97 ,3.00 ,报,2394.79 ,7.00 ,告,784.41 ,7.00 
大旱之年,Year of drought,2.86 ,1.12 ,6.28 ,1.42 ,2.69 ,1.57 ,6.84 ,1.62 ,2.90 ,1.24 ,5.96 ,1.67 ,3.00 ,1.83 ,7.04 ,1.25 ,2.81 ,0.99 ,6.60 ,1.05 ,2.35 ,1.15 ,6.61 ,1.97 ,104 ,52 ,52 ,49,26,23,93.00 ,18.00 ,大,6744.01 ,3.00 ,旱,34.50 ,7.00 ,之,2500.29 ,2.00 ,年,5151.12 ,6.00 
大限已到,The limit has arrived(day of one's doom),3.12 ,1.56 ,6.35 ,1.57 ,2.39 ,1.53 ,6.98 ,1.31 ,3.58 ,1.71 ,6.13 ,1.28 ,2.71 ,1.78 ,6.50 ,1.35 ,2.68 ,1.27 ,6.57 ,1.80 ,2.05 ,1.13 ,7.50 ,1.06 ,105 ,52 ,53 ,46,24,22,34.00 ,22.00 ,大,6744.01 ,3.00 ,限,484.82 ,8.00 ,已,1213.41 ,3.00 ,到,4030.49 ,8.00 
呆若木鸡,Dumb as a wooden chicken,3.42 ,1.15 ,4.96 ,1.69 ,4.85 ,1.83 ,6.90 ,1.28 ,3.38 ,1.01 ,5.00 ,1.62 ,4.35 ,1.56 ,6.61 ,1.23 ,3.46 ,1.28 ,4.92 ,1.79 ,5.32 ,1.97 ,7.16 ,1.28 ,48 ,24 ,24 ,48,23,25,426.00 ,26.00 ,呆,46.56 ,7.00 ,若,216.96 ,8.00 ,木,274.90 ,4.00 ,鸡,85.14 ,7.00 
代人受过,Scapegoat; suffer for the faults of another,3.69 ,1.56 ,6.25 ,1.28 ,4.65 ,2.02 ,6.96 ,1.43 ,3.81 ,1.68 ,6.09 ,1.15 ,5.20 ,1.71 ,6.60 ,1.41 ,3.56 ,1.44 ,6.41 ,1.38 ,4.08 ,2.19 ,7.33 ,1.37 ,108 ,54 ,54 ,49,25,24,93.00 ,21.00 ,代,2017.15 ,5.00 ,人,10357.79 ,2.00 ,受,972.33 ,8.00 ,过,2727.03 ,6.00 
弹尽援绝,Run out of ammunition with no reinforcements in sight,2.91 ,1.36 ,6.51 ,1.75 ,3.35 ,2.00 ,6.20 ,1.97 ,2.86 ,1.61 ,6.18 ,2.11 ,3.63 ,2.37 ,6.17 ,2.16 ,2.96 ,1.11 ,6.83 ,1.30 ,3.08 ,1.55 ,6.24 ,1.81 ,45 ,22 ,23 ,49,24,25,41.00 ,38.00 ,弹,245.24 ,11.00 ,尽,407.05 ,6.00 ,援,57.65 ,12.00 ,绝,360.98 ,9.00 
当断不断,Be indecisive when decision is needed,3.30 ,1.21 ,5.96 ,1.55 ,4.21 ,1.89 ,7.13 ,1.12 ,3.04 ,1.11 ,5.52 ,1.62 ,5.09 ,2.00 ,6.83 ,1.03 ,3.54 ,1.28 ,6.38 ,1.38 ,3.38 ,1.35 ,7.42 ,1.14 ,47 ,23 ,24 ,47,23,24,71.00 ,32.00 ,当,1983.76 ,6.00 ,断,527.89 ,11.00 ,不,9822.27 ,4.00 ,断,527.89 ,11.00 
当耳边风,Take like a passing wind,3.38 ,1.03 ,5.89 ,0.98 ,5.78 ,1.61 ,7.29 ,1.04 ,3.63 ,1.10 ,5.69 ,0.78 ,5.68 ,1.49 ,7.08 ,1.04 ,3.12 ,0.89 ,6.10 ,1.12 ,5.88 ,1.75 ,7.50 ,1.02 ,103 ,52 ,51 ,49,25,24,35.00 ,21.00 ,当,1983.76 ,6.00 ,耳,161.51 ,6.00 ,边,577.86 ,5.00 ,风,877.38 ,4.00 
当牛做马,"Willing to wait for others, to listen to others, to be enslaved.",3.36 ,1.57 ,5.79 ,1.69 ,4.14 ,1.94 ,7.22 ,1.01 ,2.80 ,1.58 ,5.88 ,1.88 ,4.08 ,1.74 ,7.04 ,0.96 ,3.98 ,1.34 ,5.70 ,1.49 ,4.20 ,2.16 ,7.40 ,1.04 ,48 ,25 ,23 ,51,26,25,43.00 ,24.00 ,当,1983.76 ,6.00 ,牛,163.19 ,4.00 ,做,672.70 ,11.00 ,马,1026.99 ,3.00 
当冤大头,When a person deceived on account of his generosity,2.66 ,1.40 ,6.06 ,2.07 ,3.77 ,1.55 ,6.85 ,1.20 ,2.57 ,1.27 ,5.48 ,2.54 ,4.26 ,1.71 ,6.61 ,0.84 ,2.75 ,1.54 ,6.63 ,1.31 ,3.32 ,1.25 ,7.08 ,1.44 ,47 ,23 ,24 ,48,23,25,21.00 ,24.00 ,当,1983.76 ,6.00 ,冤,21.37 ,10.00 ,大,6744.01 ,3.00 ,头,1198.71 ,5.00 
刀山火海,Most dangerous places,4.00 ,1.52 ,6.31 ,1.61 ,3.29 ,1.64 ,6.96 ,1.25 ,4.24 ,1.48 ,5.67 ,1.43 ,3.54 ,1.90 ,6.85 ,1.16 ,3.79 ,1.56 ,6.88 ,1.57 ,3.04 ,1.31 ,7.08 ,1.35 ,45 ,21 ,24 ,51,26,25,32.00 ,19.00 ,刀,99.39 ,2.00 ,山,1013.65 ,3.00 ,火,508.65 ,4.00 ,海,1315.95 ,10.00 
倒买倒卖,Illegal dealing,3.19 ,1.23 ,5.83 ,1.23 ,5.31 ,1.83 ,6.76 ,1.47 ,2.92 ,1.15 ,5.76 ,1.39 ,5.38 ,1.95 ,6.63 ,1.28 ,3.48 ,1.27 ,5.91 ,1.04 ,5.24 ,1.74 ,6.88 ,1.64 ,48 ,25 ,23 ,49,24,25,196.00 ,34.00 ,倒,242.69 ,10.00 ,买,302.48 ,6.00 ,倒,242.69 ,10.00 ,卖,240.38 ,8.00 
道听途说,There is no basis for rumour,3.63 ,1.18 ,5.35 ,1.57 ,4.77 ,1.65 ,7.17 ,1.14 ,3.35 ,1.34 ,4.74 ,1.89 ,4.67 ,1.52 ,6.96 ,1.04 ,3.91 ,0.95 ,5.96 ,0.82 ,4.88 ,1.80 ,7.38 ,1.21 ,46 ,23 ,23 ,48,24,24,418.00 ,38.00 ,道,2174.20 ,12.00 ,听,477.84 ,7.00 ,途,85.41 ,10.00 ,说,2761.37 ,9.00 
低眉顺眼,Obedient,3.95 ,1.12 ,5.15 ,1.23 ,5.35 ,1.77 ,6.88 ,1.32 ,4.24 ,1.16 ,5.04 ,1.09 ,5.64 ,1.35 ,6.76 ,1.20 ,3.67 ,1.02 ,5.25 ,1.36 ,5.04 ,2.12 ,7.00 ,1.44 ,103 ,51 ,52 ,49,25,24,41.00 ,36.00 ,低,394.87 ,7.00 ,眉,26.02 ,9.00 ,顺,192.32 ,9.00 ,眼,606.51 ,11.00 
跌跌撞撞,Stumble,3.56 ,1.15 ,5.50 ,1.52 ,4.98 ,1.82 ,7.08 ,1.41 ,3.40 ,1.41 ,5.40 ,1.44 ,5.16 ,1.93 ,6.84 ,1.55 ,3.74 ,0.75 ,5.61 ,1.62 ,4.80 ,1.73 ,7.32 ,1.25 ,48 ,25 ,23 ,50,25,25,643.00 ,54.00 ,跌,49.47 ,12.00 ,跌,49.47 ,12.00 ,撞,50.84 ,15.00 ,撞,50.84 ,15.00 
丢盔弃甲,Fly pellmell,3.08 ,1.11 ,6.30 ,1.34 ,4.35 ,2.04 ,6.67 ,1.84 ,3.19 ,1.07 ,5.96 ,1.47 ,4.44 ,2.16 ,6.40 ,1.98 ,2.96 ,1.16 ,6.66 ,1.10 ,4.25 ,1.94 ,6.96 ,1.68 ,104 ,54 ,50 ,49,25,24,65.00 ,29.00 ,丢,39.13 ,6.00 ,盔,2.42 ,11.00 ,弃,53.25 ,7.00 ,甲,131.15 ,5.00 
丢三落四,Miss this and that,3.04 ,1.11 ,5.40 ,1.18 ,4.40 ,1.74 ,7.54 ,0.96 ,2.76 ,1.27 ,5.36 ,1.25 ,5.15 ,1.79 ,7.33 ,0.96 ,3.35 ,0.83 ,5.43 ,1.12 ,3.60 ,1.29 ,7.76 ,0.93 ,48 ,25 ,23 ,52,27,25,105.00 ,26.00 ,丢,39.13 ,6.00 ,三,1255.48 ,3.00 ,落,422.94 ,12.00 ,四,747.39 ,5.00 
动来动去,Moving around,3.90 ,1.08 ,5.37 ,1.06 ,5.71 ,1.65 ,7.16 ,1.18 ,4.08 ,1.12 ,5.24 ,1.09 ,5.84 ,1.57 ,6.92 ,1.19 ,3.70 ,1.03 ,5.52 ,1.03 ,5.58 ,1.74 ,7.42 ,1.14 ,47 ,25 ,22 ,49,25,24,44.00 ,24.00 ,动,3207.89 ,6.00 ,来,4682.80 ,7.00 ,动,3207.89 ,6.00 ,去,1621.28 ,5.00 
斗鸡走狗,Enjoy cockfights and dogracing,3.54 ,1.56 ,5.50 ,1.57 ,5.36 ,1.13 ,5.28 ,1.93 ,3.24 ,1.51 ,5.32 ,1.65 ,5.04 ,0.77 ,5.65 ,1.40 ,3.87 ,1.58 ,5.70 ,1.49 ,5.67 ,1.34 ,4.92 ,2.30 ,48 ,25 ,23 ,47,23,24,32.00 ,26.00 ,斗,441.54 ,4.00 ,鸡,85.14 ,7.00 ,走,731.55 ,7.00 ,狗,47.57 ,8.00 
