word_french,familiarity_mean_conceptual,familiarity_sd_conceptual,familiarity_min_conceptual,familiarity_max_conceptual,number_of_raters,rt_mean,rt_sd
marmelade,82.632,28.453,1,100,19,3.632,1.198
marmite,86.583,15.393,50,100,24,7.172,9.425
marmotte,85.895,17.651,50,100,19,3.843,2.689
marquis,44.5,36.623,0,100,22,7.766,10.027
marron,84.294,16.811,50,100,17,5.232,3.887
marteau,95.737,8.143,67,100,19,6.429,6.297
massage,94.2,9.283,67,100,16,6.127,5.905
masse,85.409,15.837,50,100,22,6.928,6.11
massif,87.333,15.403,43,100,16,3.647,1.732
matelas,91.545,12.979,50,100,22,5.338,5.133
matériau,87,12.782,50,100,17,6.457,8.883
matinée,96.455,6.124,57,100,22,4.457,2.701
matou,72.045,33.372,0,100,22,9.599,12.179
matrice,77.917,22.333,31,100,24,7.044,7.832
maturité,95.429,6.896,78,100,21,5.532,5.864
mécanique,80.526,18.901,40,100,19,5.445,3.384
méchanceté,92.2,14.461,40,100,20,6.644,5.574
médaille,93.227,13.302,50,100,22,2.912,0.986
médaillon,88.789,11.816,60,100,19,5.658,4.574
médecin,96.105,4.909,85,100,19,3.931,3.189
médecine,89.917,16.736,37,100,24,4.794,4.111
médiante,33.095,38.043,0,100,21,7.514,5.077
méditation,87.818,15.105,50,100,22,4.912,3.454
méduse,86.75,15.49,50,100,24,6.147,4.673
méfait,80.818,16.958,49,100,22,8.058,8.334
méfiance,91,11.892,55,100,22,6.543,7.126
mégot,87.476,23.172,0,100,21,6.664,6.071
mélancolie,88.958,14.857,50,100,24,6.952,13.887
mélange,92.579,9.167,67,100,19,6.876,5.315
mélangeur,87,9.338,50,100,24,4.487,0.906
mélasse,87.286,16.941,33,100,21,5.666,6.411
mélèze,26.773,33.232,50,100,22,5.213,2.426
melon,90.5,8.264,50,100,24,4.057,1.092
menace,88.773,13.784,50,100,22,5.184,6.185
ménage,95.318,6.527,82,100,22,5.493,4.513
menhir,33.947,40.204,0,100,19,4.419,1.464
menotte,85.85,18.388,50,100,20,4.418,4.046
mensonge,90.917,11.703,50,100,24,8.802,11.19
mention,80.857,17.576,50,100,21,5.947,5.716
menton,95.211,9.004,70,100,19,4.477,3.823
menu,96.381,4.883,86,100,21,3.848,1.944
mépris,85.55,20.546,31,100,20,5.254,6.119
mer,95.682,4.775,84,100,22,4.363,3.368
merci,93.053,11.783,50,100,19,3.626,3.694
mercredi,96.5,10.853,50,100,22,4.966,4.817
merde,92.889,12.053,50,100,19,3.893,3.047
merisier,37,32.508,0,87,19,7.379,6.377
mérite,91.364,14.214,50,100,22,4.833,6.34
merle,78.682,30.961,70,100,22,5.148,3.903
merveille,92.125,12.807,47,100,24,4.958,3.654
mésange,71.429,28.261,0,100,21,5.206,3.926
mésaventure,93.318,11.544,50,100,22,6.33,6.244
mésencéphale,47.9,44.921,0,100,21,5.296,4.763
message,96.368,5.112,83,100,19,6.1,7.341
mesure,83.647,16.904,50,100,17,7.014,6.203
métabolisme,83.1,20.512,33,100,20,4.267,2.769
métaphore,84.773,19.26,26,100,22,4.456,2.138
météo,92.263,12.16,62,100,19,4.035,1.843
méthode,88.474,14.431,50,100,19,5.824,4.457
meuglement,40.158,36.614,0,100,19,10.043,13.942
meunier,47.75,33.169,0,94,20,6.584,7.176
meute,74.474,26.767,1,100,19,4.594,2.134
microbe,91.474,12.317,50,100,19,4.411,4.937
microscope,88.421,14.512,57,100,19,4.639,2.932
midi,95.947,8.072,66,100,19,5.559,3.633
miel,96.95,5.698,79,100,20,4.782,2.289
migration,84.667,14.604,50,100,24,4.908,4.201
milieu,88.45,16.776,50,100,20,5.115,2.892
militaire,89.583,15.737,45,100,24,7.98,11.228
mille,93.429,9.042,73,100,21,3.611,1.291
minéral,85.421,21.285,25,100,19,6.741,6.321
ministère,82.158,18.963,38,100,19,5.658,5.996
ministre,90.182,13.168,50,100,22,5.935,5.976
minorité,89.682,18.528,18,100,22,5.357,8.595
minuit,95.545,6.857,72,100,22,4.806,2.434
miracle,85.083,18.547,37,100,24,5.236,3.687
mirage,80.455,26.8,79,100,22,6.021,8.401
miroir,92.591,14.414,50,100,22,5.258,6.769
mission,93.143,10.016,65,100,21,4.67,3.378
missionnaire,78.682,22.059,22,100,22,5.233,3.645
mite,60.3,33.889,0,100,20,7.556,10.532
mitraillette,88.625,16.885,20,100,24,7.536,11.093
mitrailleuse,84.85,21.6,14,100,20,5.604,3.792
mixage,76.158,23.592,15,100,19,5.099,2.711
mixité,79.684,26.435,0,100,19,5.975,7.691
mobile,91.125,9.852,70,100,24,5.673,4.984
mobilier,87.667,16.652,47,100,24,5.678,7.088
mobilisation,89.167,13.599,50,100,24,7.647,7.331
modalité,79.458,17.25,50,100,24,6.96,5.981
mode,87.65,20.267,23,100,20,5.038,5.492
modestie,91.667,14.354,17,100,22,3.935,1.956
modification,89.789,11.679,71,100,19,6.691,5.334
module,85.238,20.122,29,100,21,5.58,7.446
moelle,77.789,27.328,2,100,19,5.43,5.228
moi,94.947,9.071,66,100,19,5.041,4.054
moine,76.684,25.237,0,100,19,4.694,2.235
moisson,59.95,33.075,0,100,20,5.184,5.433
molaire,87.708,21.552,0,100,24,4.192,2.035
molécule,76.727,23.941,23,100,22,4.824,3.549
mollet,92.095,17.384,22,100,22,7.603,9.504
mollusque,85.045,25.176,1,100,22,3.461,1.049
momie,84.429,16.729,50,100,22,5.014,3.884
monarchie,76.294,29.141,9,100,17,6.257,6.689
monastère,85.583,21.623,15,100,24,5.914,8.728
moniteur,86.25,14.387,50,100,24,5.672,7.293
monnaie,90.136,14.089,60,100,22,7.724,11.166
monologue,85.273,16.231,50,100,22,4.814,3.818
monopole,85.15,19.877,35,100,20,5.37,2.979
montage,91.364,14.987,0,100,22,4.59,2.281
montagne,93.158,9.743,70,100,19,5.623,7.818
montant,93.842,8.989,69,100,19,5.535,4.871
monte-pente,79.526,23.413,5,100,19,4.378,1.995
montgolfière,84.318,24.534,0,100,22,6.381,11.111
monticule,57.632,34.414,0,100,19,8.502,12.579
montre,89.762,15.795,50,100,21,4.654,3.922
monture,87.958,16.409,50,100,24,6.039,10.623
monument,87.15,13.96,50,100,21,4.834,3.82
moquette,83.529,20.022,32,100,17,5.604,5.338
moral,90.913,12.303,50,100,24,3.893,2.229
morale,86.714,14.937,42,100,21,5.068,3.525
moralité,83.95,22.869,19,100,20,4.472,3.952
morceau,88.952,12.444,55,100,22,7.083,7.05
morosité,68.211,26.016,27,100,19,8.615,14.922
mors,38.938,43.613,0,100,16,8.11,8.996
morsure,76.684,24.552,0,100,19,7.292,8.723
mort,89.682,20.441,21,100,22,4.489,2.396
mortier,70,30.25,0,100,22,5.966,4.686
morue,72.667,28.234,0,100,21,6.567,6.135
mot,95.438,6.572,80,100,16,3.607,1.618
motard,85.091,23.72,0,100,22,4.635,2.479
motel,90.905,10.148,68,100,22,6.203,8.153
moteur,82.579,21.749,34,100,19,4.747,3.928
motif,87.286,13.889,50,100,21,9.013,13.913
motion,63.565,32.49,0,100,24,9.255,13.537
motivation,94.526,7.183,68,100,19,5.541,4.965
moto,93.727,10.273,70,100,22,8.237,14.008
motte,37.053,30.406,0,100,19,5.327,6.169
mouche,95.714,7.17,73,100,22,5.841,5.902
moucheron,56.667,32.556,0,100,19,6.499,7.336
mouette,88.75,17.985,37,100,20,5.055,4.89
moule,89.333,13.15,50,100,21,5.331,6.596
moulin,87.227,16.832,30,100,22,5.919,3.571
moulinet,60.417,30.598,0,100,24,6.551,5.75
moulure,80,26.996,3,100,21,9.288,13.932
mousquetaire,74,25.329,19,100,20,4.392,2.923
mousse,95.81,6.462,78,100,21,4.351,2.096
moustache,95.19,5.802,84,100,21,4.189,2.87
moustique,96.5,6.581,79,100,22,4.076,3.66
mouton,92.471,12.967,50,100,17,6.415,6.614
mouvement,84,18.487,50,100,19,6.913,5.017
moyen,89.182,14.144,57,100,22,6.966,7.88
moyenne,90.818,13.567,50,100,22,5.31,3.985
moyeu,17.571,24.76,0,94,21,5.245,3.902
muguet,67.545,33.792,0,100,22,4.914,3.391
mulet,69.682,28.845,0,100,22,5.547,6.472
mulot,75.524,20.476,24,100,21,7.785,12.096
multiple,92,9.99,66,100,21,7.112,9.463
multiplication,92,9.866,69,100,19,7.243,7.171
multitude,88.682,13.768,50,100,22,4.807,3.15
municipalité,88.955,16.141,50,100,22,5.527,4.37
mur,92.905,15.463,29,100,21,4.905,4.496
muraille,90.208,14.56,40,100,24,5.896,5.96
mûre,87.727,19.357,18,100,22,5.808,4.866
muret,65.684,34.09,0,100,19,4.574,2.011
murmure,86.864,17.128,50,100,22,5.739,7.266
musaraigne,24.813,32.831,0,87,16,4.729,2.505
musc,38.455,40.504,0,100,22,5.953,4.935
museau,87.773,16.13,50,100,22,4.503,3.036
musée,91.682,11.655,50,100,22,4.77,3.291
muselière,72.4,33.44,7,100,16,5.158,4.654
musicien,93.211,11.018,56,100,19,4.871,2.593
mutation,73.864,28.708,0,100,22,5.594,4.867
mutisme,75.619,30.429,0,100,21,6.952,6.799
mycose,42.136,37.62,0,100,22,5.884,3.176
myope,86.182,19.424,35,100,22,7.37,6.242
mystère,83.895,20.766,50,100,19,7.016,8.181
mythe,87.143,14.585,50,100,22,4.967,3.668
nage,95.105,8.563,68,100,19,4.07,3.147
nageur,91.522,12.373,50,100,24,4.699,3.971
nain,84.381,16.329,38,100,22,5.359,4.56
naïveté,95,9.029,0,100,22,5.147,3.307
narration,89.048,13.779,58,100,21,3.986,2.79
nasillement,19.421,31.811,0,100,19,5.503,1.933
nation,86.941,11.3,56,100,17,6.084,6.736
natte,49.273,40.417,0,100,22,6.773,7.269
naufrage,79.429,16.732,60,100,24,5.26,3.5
navet,92.909,12.448,0,100,22,4.137,1.667
navette,88.842,14.882,30,100,19,4.951,3.568
navigateur,90.727,13.785,50,100,22,6.098,8.239
navigation,90.048,9.79,70,100,21,4.175,3.354
navire,90.059,9.588,69,100,17,6.077,6.376
néant,78.762,24.24,0,100,21,8.189,10.498
nécessité,86.458,18.643,37,100,24,5.843,8.707
nef,12.867,21.742,0,61,16,7.589,6.76
négatif,97.045,5.802,76,100,22,5.124,3.706
négation,88.667,14.352,50,100,24,4.843,4.769
négociation,82.75,18.281,72,100,16,7.045,8.101
nerf,88.542,15.166,50,100,24,8.9,15.147
nervosité,88.429,15.426,50,100,22,6.753,8.583
netteté,85,10.545,50,100,24,4.848,1.521
neutralité,85.952,16.083,50,100,22,5.339,4.147
neveu,91.714,10.316,65,100,21,4.775,4.537
niais,48.278,41.254,0,100,19,4.761,2.174
niche,88.611,14.451,50,100,19,3.356,1.813
nicotine,88.882,9.185,74,100,17,4.298,1.804
nid,83.947,19.089,30,100,19,4.167,2.082
niveau,85.6,16.807,50,100,20,5.614,3.967
noblesse,87.833,18.916,22,100,24,4.939,4.974
noce,92.316,12.037,50,100,19,4.443,4.219
noeud,89.4,14.421,50,100,16,5.93,6.23
noir,96.762,5.974,80,100,21,4.653,4.426
noisette,89.353,12.052,60,100,17,3.573,1.277
noix,95.526,6.963,74,100,19,4.419,2.547
nombril,95.773,11.127,50,100,22,3.577,1.798
nonne,62.091,38.892,0,100,22,7.585,7.429
norme,91.318,15.088,0,100,22,3.398,1.62
notion,89.333,13.054,50,100,24,4.393,3.24
nougat,83.682,19.11,40,100,22,4.124,2.124
nourrisson,93.421,12.02,59,100,19,5.596,6.754
nourriture,93.158,10.388,60,100,19,4.31,2.659
nouveauté,89.889,15.419,50,100,19,7.059,9.648
nouvelle,90.292,14.948,50,100,24,7.041,12.631
novembre,91.833,12.046,50,100,24,5.402,3.967
noyau,89.273,18.879,25,100,22,9.588,27.49
nu,96.864,7.298,68,100,22,5.008,6.407
nuage,96.263,9.338,60,100,19,6.093,5.115
nue,91.316,12.645,50,100,19,9.446,12.404
nuitée,82.542,27.563,0,100,24,6.601,7.675
nul,92.25,18.078,20,100,20,8.159,13.708
numéro,91.667,11.86,50,100,24,5.619,6.044
nylon,80.714,16.193,50,100,21,3.497,1.819
oasis,77.333,12.565,35,100,24,4.574,2.246
obéissance,87.4,15.091,46,100,20,3.893,2.292
objectif,92.5,8.61,71,100,16,5.706,5.504
objection,82.19,17.851,47,100,21,4.86,3.861
objectivité,88.35,14.291,50,100,21,4.641,3.78
objet,98.2,3.874,87,100,20,5.078,3.6
obligation,94.273,8.956,71,100,22,5.634,6.129
obscénité,39.091,38.996,2,100,24,5.671,2.575
obscurcissement,67.375,32.745,0,100,16,8.227,8.52
obscurité,90.667,11.569,50,100,21,7.495,9.676
observation,90.583,13.051,50,100,24,5.676,6.759
obsession,82.273,20.829,26,100,22,5.562,3.954
obstacle,93.591,6.994,79,100,22,8.553,9.866
obus,56.545,42.487,0,100,22,13.641,32.184
occasion,95.273,7.421,50,100,22,4.765,3.456
océan,92.105,12.265,50,100,19,4.247,3.431
octave,65.667,30.172,0,100,21,5.915,5.997
octet,73.778,24.979,13,100,19,7.9,7.805
octobre,92.316,12.979,50,100,19,7.887,12.167
octroi,59,36.573,0,100,19,4.793,1.859
odeur,93.773,11.036,50,100,22,5.678,7.243
odorat,94.619,8.464,72,100,21,7.292,12.991
oedème,30.895,34.778,0,96,19,5.441,4.204
oeil,93.455,13.222,55,100,22,4.884,3.064
oestrogène,71.053,33.397,0,100,19,5.407,3.368
oeuf,95.5,10.532,60,100,22,6.084,4.935
offense,85.409,15.864,50,100,22,7.382,7.321
officier,91.263,13.445,56,100,19,8.213,9.265
oie,90.286,13.799,59,100,21,7.555,11.342
oignon,90.682,13.051,50,100,22,4.765,4.03
oiseau,93.55,11.459,50,100,21,7.066,10.302
olfaction,85.333,10.875,0,100,24,3.442,0.752
olive,94.579,9.968,61,100,19,4.064,2.267
olivier,89.273,19.285,79,100,22,5.807,6.025
ombrage,81.227,23.557,0,100,22,7.167,10.344
ombre,88.588,14.697,50,100,17,5.238,4.025
oncle,96.188,6.306,84,100,16,4.296,2.547
onctuosité,77.091,30.585,79,100,22,6.265,5.687
ongle,96.429,6.638,73,100,21,6.193,8.817
onguent,71,30.774,0,100,22,6.683,4.916
opéra,85.238,23.77,0,100,21,5.134,4.771
opérateur,83.9,17.029,42,100,20,5.205,3.761
opercule,16.955,28.235,10,100,22,4.146,1.238
opinion,89.333,13.581,50,100,21,4.857,2.746
opportunité,86.042,17.196,50,100,24,5.504,7.751
opposition,91.591,10.532,65,100,22,4.596,2.125
optimisme,86.947,17.878,50,100,19,3.883,1.879
or,90.895,10.744,63,100,19,13.277,38.43
orange,98.053,3.291,88,100,19,3.901,1.587
orchestre,87.833,6.585,50,100,24,4.236,0.484
ordinaire,94.211,5.04,86,100,19,7.478,10.523
ordinateur,96.273,10.74,50,100,22,4.438,2.356
ordonnance,84.864,14.607,59,100,22,11.932,21.262
ordre,91.75,8.711,73,100,21,5.3,6.246
ordure,92.818,10.848,62,100,22,4.575,2.105
oreiller,93.875,8.384,68,100,24,4.42,3.283
organisateur,91.438,8.907,70,100,16,4.284,2.611
organisation,91.105,12.64,50,100,19,5.669,6.202
organisme,82.619,15.958,50,100,21,8.371,10.186
orgue,81.941,19.759,26,100,17,4.25,2.764
orgueil,90.458,13.555,45,100,24,4.552,2.207
orientation,91,10.291,75,100,20,4.619,1.81
orifice,71.571,32.413,50,100,24,5.538,1.682
origine,86.048,14.678,50,100,21,4.356,1.94
ornement,81.318,18.401,46,100,22,6.905,6.748
ornière,29,30.825,0,97,21,6.898,6.44
ornithorynque,64.263,33.488,2,100,19,6.457,4.472
orteil,95.182,8.683,62,100,22,7.119,6.961
orthographe,92.688,7.245,78,100,16,4.639,2.616
ossature,74.714,27.128,0,100,22,8.906,9.082
osselet,52.667,27.267,1,100,24,5.427,1.874
otage,84.125,24.415,0,100,24,6.247,5.375
ouate,84.091,22.367,5,100,22,23.351,79.402
oubli,91.667,13.017,52,100,24,7.303,8.202
ouragan,79.316,17.882,50,100,19,6.242,6.214
ourlet,55.632,37.081,0,100,19,5.716,3.998
ourson,89.176,14.231,50,100,17,7.893,10.847
outil,87.429,15.74,50,100,22,5.365,6.868
ouverture,90.524,7.494,78,100,21,7.183,9.517
ouvrage,85.818,15.417,50,100,22,5.133,4.474
ovule,88.947,14.316,56,100,19,5.288,4.116
oxygénation,75.35,24.291,28,100,20,7.974,7.84
pacotille,52.5,37.65,0,100,22,3.898,1.404
page,90.471,15.113,50,100,17,4.453,3.284
paiement,88.136,15.422,50,100,22,6.06,5.605
paille,94,8.468,71,100,22,4.755,4.166
paillis,44.667,39.216,0,100,21,8.116,8.497
pain,94.619,11.673,50,100,21,3.926,2.055
palace,86.15,14.143,61,100,21,4.988,4.14
palais,87.1,16.983,35,100,20,6.297,5.843
pâleur,80.579,25.441,0,100,19,4.979,4.346
palier,83.458,21.72,4,100,24,6.636,5.268
palissade,57.25,33.359,0,100,24,6.774,6.627
palme,73.632,33.053,1,100,19,5.24,5.763
palmier,81.947,15.504,50,100,19,4.117,2.233
panache,56.167,35.608,0,100,19,6.115,6.031
panda,95.316,8.782,71,100,19,5.085,5.974
panneau,87,17.126,50,100,21,5.647,5.686
panthère,89.409,14.325,50,100,22,6.551,8.149
pantoufle,95.15,8.518,69,100,20,4.099,1.636
paon,68.316,31.911,0,100,19,6.151,9.974
papa,98.579,3.564,87,100,19,4.042,3.165
pape,90,14.206,37,100,22,8.57,14.315
papillon,95.105,8.563,68,100,19,4.319,3.294
paquet,87.429,17.096,38,100,21,7.446,9.18
parachute,85.19,24.01,0,100,21,4.174,3.375
parade,91.143,13.8,55,100,21,5.07,3.4
paradoxe,82.762,22.403,16,100,21,5.766,7.899
paragraphe,93.905,7.569,78,100,21,9.325,15.148
paramètre,86.182,15.187,50,100,22,4.092,3.058
parapluie,95.476,7.097,75,100,21,6.714,5.423
parasite,86.579,23.789,1,100,19,6.674,6.887
parasol,91.19,10.633,66,100,21,4.212,3.034
paratonnerre,79.095,24.347,0,100,21,8.93,11.569
parc,94.895,12.013,50,100,19,3.758,1.831
parcours,88.524,14.372,50,100,21,4.914,3.552
pardon,91.091,12.413,50,100,22,6.128,9.108
pare-chocs,90,11.59,65,100,19,6.898,7.655
pareil,84,23.907,0,100,22,5.112,5.243
parenté,89.421,11.801,60,100,19,5.962,4.261
parenthèse,95.227,6.782,77,100,22,5.904,5.767
paresse,90.542,14.274,54,100,24,4.2,2.33
paresseux,91.286,10.345,65,100,21,5.65,3.763
parfum,92.579,10.663,62,100,19,4.039,2.219
pari,84.222,15.032,50,100,19,7.285,11.078
parlement,89.292,11.925,61,100,24,5.51,5.131
parloir,51.917,35.02,0,100,24,6.03,5.895
parodie,89.789,14.597,50,100,19,4.527,4.013
paroi,85.105,21.53,27,100,19,6.9,11.356
partage,94,5.788,82,100,21,4.484,2.93
partenaire,94.273,8.299,73,100,22,5.77,4.478
partenariat,89.867,11.083,62,100,16,6.237,6.878
parterre,75.474,24.878,11,100,19,5.197,4.84
parti,85.091,23.123,0,100,22,6.276,5.65
participant,90.261,14.14,50,100,24,6.825,13.739
participation,89.316,12.927,47,100,19,7.106,6.131
participe,86.158,15.98,50,100,19,4.414,1.936
partie,90.5,13.265,50,100,20,6.476,4.105
passage,91.042,9.875,61,100,24,10.72,19.783
passager,90.182,13.848,50,100,22,5.367,8.55
passant,83.909,15.916,50,100,22,6.971,7.75
passeport,92.375,11.232,50,100,24,4.631,4.871
passion,93.792,12.219,50,100,24,5.846,6.185
passoire,88.095,12.845,50,100,21,4.291,3.36
pastèque,76.65,33.453,0,100,20,8.499,10.307
pastille,89.053,13.644,50,100,19,5.117,6.045
patate,97.286,4.562,87,100,21,5.194,4.702
pâté,89.917,15.308,41,100,24,6.099,4.725
patience,92.842,11.777,50,100,19,8.473,10.491
patient,94.579,7.53,77,100,19,8.009,12.018
patin,93.792,9.736,64,100,24,5,6.7
patinage,84.917,20.993,37,100,24,4.611,2.718
pâtisserie,95.133,7.07,78,100,16,5.912,9.099
pâtre,18.857,28.751,0,100,21,4.627,2.26
patrie,64.19,34.31,0,100,22,5.768,4.976
patrimoine,85.6,19.261,25,100,20,10.76,24.401
patron,91.053,9.413,65,100,19,5.687,4.294
patrouille,86.5,14.889,50,100,22,5.346,4.697
patte,92.833,11.091,50,100,24,4.526,2.797
paume,91.591,9.338,68,100,22,5.537,6.435
paupière,90.227,17.663,34,100,22,6.24,7.178
pavillon,90.3,13.362,50,100,20,5.25,4.231
paysan,93.3,6.578,81,100,21,5.016,5.292
pêcheur,90.526,14.343,55,100,19,7.63,8.168
pédalo,89.667,9.606,50,100,24,3.422,0.696
peigne,90.684,22.328,2,100,19,5.999,6.777
peine,84.789,24.038,0,100,19,4.426,4.377
peintre,90.292,14.857,50,100,24,4.206,3.466
pelage,78.682,33.736,17,100,22,8.436,16.177
pélican,90.813,10.734,57,100,16,4.069,3.696
pelle,83.045,25.21,1,100,22,4.585,3.264
pelote,60.417,33.827,0,100,24,5.1,4.116
peloton,67.333,30.554,0,100,21,6.959,7.195
pelouse,80.824,24.656,0,100,17,4.421,3.113
pelure,87.5,16.259,39,100,22,6.343,7.907
pelvis,55.947,39.078,0,100,19,6.642,5.633
penchant,83.583,21.917,0,100,24,5.287,4.096
pendentif,84.176,17.907,50,100,17,4.469,2.432
pendule,86.273,21.065,12,100,22,11.325,31.607
pénétration,88,16.984,50,100,19,5.81,4.694
péniche,22.632,35.768,0,100,19,7.078,9.662
péninsule,73.619,29.632,1,100,21,5.865,5.675
pénitencier,86.667,13.952,50,100,24,5.424,6.939
pension,82.15,21.06,29,100,20,4.548,2.15
pensionnat,84.222,18.944,29,100,19,6.212,5.297
pénurie,90.571,13.052,62,100,21,6.487,7.61
pépin,89.773,14.249,50,100,22,3.632,1.375
pépinière,80.273,19.604,50,100,22,4.066,1.8
perception,92.5,11.852,50,100,21,6.935,10.356
perchoir,71.25,29.076,12,100,16,5.605,5.019
perdrix,68.75,34.794,0,100,24,4.581,4.157
perfection,90.25,12.47,50,100,24,7.377,12.228
performance,94,8.062,74,100,19,4.047,3.145
perfusion,53.7,34.576,0,100,20,7.856,8.117
péril,91.545,14.638,72,100,22,4.599,2.738
périphérie,81.727,17.553,50,100,22,5.526,5.67
permanence,82,22.783,50,100,22,5.478,3.706
permis,82.5,25.867,0,100,20,6.412,8.059
permission,89.5,9.524,50,100,24,3.842,0.386
perron,67.727,37.524,0,100,22,5.277,5.698
perroquet,94.375,7.736,72,100,16,3.055,1.221
perruche,79.895,29.318,5,100,19,6.243,4.341
perruque,84.143,25.041,0,100,21,3.587,1.571
persil,90.875,12.848,76,100,24,4.031,1.682
personnalité,88.818,14.725,50,100,22,6.857,7.055
personne,90.895,14.453,59,100,22,5.688,5.458
perspective,87,8.198,50,100,24,4.555,1.385
peste,73,15.453,50,100,24,3.53,1.763
pétale,92.75,9.044,71,100,16,5.32,6.434
pétard,85.789,23.799,1,100,19,6.4,7.535
petit,98.091,3.878,87,100,22,5.794,6.959
pétition,90.773,10.989,67,100,22,7.66,10.085
pétrole,90.955,13.247,62,100,22,5.231,5.974
phalange,57.591,37.553,0,100,22,8.637,13.521
phantasme,54.091,40.931,0,100,22,11.764,12.641
philatélie,14.636,29.357,0,100,22,5.241,4.411
phobie,90.545,16.984,32,100,22,4.677,5.792
photo,96.048,5.635,83,100,21,5.328,5.51
photographie,94,11.452,50,100,22,4.965,4.781
pianiste,94.143,8.326,75,100,21,4.452,3.747
piano,97.545,5.982,75,100,22,5.161,5.983
pichet,85.211,26.163,1,100,19,6.293,8.761
pied,96.737,6.367,77,100,19,5.37,5.226
piège,89.917,15.523,50,100,24,4.526,2.676
pierre,91.333,16.851,37,100,24,4.894,3.163
piété,39.773,28.298,0,92,22,6.35,7.645
pif,56.636,37.622,66,100,22,4.768,3.723
pige,80.158,19.867,27,100,19,5.514,5.465
pignon,64.435,35.722,1,100,24,6.965,8.433
pilier,89.059,10.831,65,100,17,8.269,11.937
pillage,56.682,40.868,64,100,22,5.045,2.849
pilon,74.773,25.4,20,100,22,8.748,9.586
pilote,91.176,7.1,78,100,17,4.383,3.57
pilule,89,8.198,50,100,24,3.509,0.9
piment,94.8,11.601,50,100,20,4.32,1.48
pin,81,27.574,0,100,22,5.27,5.911
pinceau,85.579,24.077,62,100,19,5.463,5.775
pincée,84.773,15.065,74,100,22,5.467,3.705
ping-pong,96.182,6.367,62,100,22,4.435,3.467
pingouin,96.409,6.434,0,100,22,6.379,8.892
pinson,62.864,36.924,0,100,22,6.958,6.916
pinte,81.905,18.122,50,100,22,6.997,14.345
piolet,15.182,33.976,0,99,22,4.962,3.001
pion,86.714,16.653,37,100,22,6.787,5.749
pipe,91.238,11.772,53,100,21,8.419,13.315
piquant,94.273,10.11,66,100,22,3.551,1.677
piquet,74.708,30.69,1,100,24,5.386,5.13
piqûre,84,18.655,42,100,22,8.237,13.594
piratage,82.583,22.815,26,100,24,4.75,3.656
pirate,88.235,13.913,50,100,17,4.351,2.058
pirouette,84.2,17.118,35,100,20,6.055,6.039
pissenlit,91.947,15.679,39,100,19,4.177,2.905
pistolet,87.765,13.741,50,100,17,4.131,1.441
piston,51,20.62,27,100,24,4.716,1.637
pitié,88.211,15.925,50,100,19,4.667,3.506
pizza,94.429,10.063,61,100,21,5.17,6.363
pizzeria,91.81,12.197,50,100,21,4.756,3.676
place,93,12.317,50,100,22,30.576,116.287
placement,84.364,19.468,38,100,22,9.17,13.763
plagiat,92.667,9.068,72,100,21,7.6,10.288
plaine,84.313,23.047,31,100,16,6.699,5.136
plaisanterie,92.533,8.467,73,100,16,5.657,5.856
planification,91.211,15.447,35,100,19,5.011,4.178
plaque,87.5,14.59,50,100,24,4.48,4.172
plaquette,76.7,22.257,33,100,20,7.144,7.393
plastique,92.611,12.401,50,100,19,3.549,1.765
platane,21.083,29.358,0,84,24,7.021,6.918
plénitude,61.905,29.988,1,100,21,4.014,1.224
pleur,93.789,7.375,80,100,19,5.263,2.724
pleurs,87.682,22.014,0,100,22,3.777,1.927
plomb,69.316,39.004,15,100,19,7.076,7.081
plongeon,88.818,14.744,50,100,22,6.151,5.135
plongeur,87.294,14.185,50,100,17,3.828,1.733
pluie,95.5,9.007,60,100,22,5.022,4.747
plumage,89.182,20.33,0,100,22,4.582,2.872
plume,96.8,5.818,81,100,20,4.389,2.034
pluriel,89.8,18.549,27,100,20,5.981,6.891
pochette,87.857,16.514,50,100,21,6.29,7.115
poésie,88.905,12.107,59,100,21,5.551,6.6
poignard,79.737,27.825,3,100,19,6.455,5.392
poignée,92.087,8.112,73,100,24,5.204,2.834
poinçon,71.917,29.454,0,100,24,5.902,3.411
poing,93.571,8.975,70,100,22,6.334,9.358
pointage,88.095,13.641,50,100,21,7.484,7.977
pointe,88.818,20.011,22,100,22,4.176,3.719
pointure,79.842,16.751,50,100,19,6.838,6.667
poire,95.095,9.899,66,100,21,4.735,3.859
poireau,82,11.171,50,100,24,3.592,1.231
poison,90.263,14.259,50,100,19,4.816,3.853
poisson,93.833,14.16,37,100,24,4.532,3.171
poitrine,91.5,11.96,50,100,24,5.158,4.087
poivre,91.316,9.499,69,100,19,5.628,5.564
poivron,94.5,11.358,64,100,20,4.968,2.58
polissage,79.409,29.639,37,100,22,4.536,3.594
polisseuse,58.318,30.624,0,100,22,7.851,8.942
politesse,92.333,5.164,50,100,24,5.319,3.011
politique,84.526,15.251,50,100,19,6.122,5.795
pollen,85.167,12.671,65,100,24,5.761,3.636
pollution,91.211,11.933,59,100,19,8.504,11.728
polyvalence,83.19,23.882,18,100,21,4.715,3.535
pomme,90.526,17.973,50,100,19,5.443,5.574
pomme de terre,92.526,12.384,50,100,19,5.108,3.05
pommette,78.217,23.077,0,100,24,9.587,14.262
pompon,72.5,33.688,0,100,19,5.901,2.724
poney,81.667,19.843,28,100,21,5.156,6.107
